2.176827332426655175e+03,2.489595232906315687e+03,1.381517885835686684e+03,6.252774276718655528e+02,9.718448154941816597e+01,7.177706582820975746e+04,2.574734768074567342e+02,7.573403784458721930e+03,7.094871411158881529e+03,6.927832156408968331e+03,3.543113784771116570e+03,2.956744713913822488e+04,2.800004095433903331e+03,7.412161157770035516e+02,4.443091323684548115e+03,1.192518017612302401e+03,1.553356098665232457e+04,3.493313993316641245e+03,1.073246835439014717e+02,1.409583620327911149e+02,1.591323925035241018e+02,5.839648318401484630e+02,2.284771153240493788e+02,3.805509718924960180e+04,1.202613815192315451e+04,1.848865367995593260e+04,8.830377992771984282e+03,1.470050849146994369e+04,1.352604154361282053e+04,3.412095965858179625e+03,5.099209157827011040e+03,4.789977446198343387e+03,4.704833943071043905e+03,4.610335521731701192e+03,1.952693561041423163e+04,3.102720123279081599e+04,2.491323036841800058e+04,1.952366291391776031e+04,5.875480041388831523e+03,1.795581558968950276e+03,1.285096240723326275e+02,7.693664629756790418e+01,5.004817489865758398e+04
2.176802748064042589e+03,2.466972819900700415e+03,1.634407268777556965e+03,6.111006466575586273e+02,7.910837108359120862e+01,5.062600235828993755e+04,2.515409082174231798e+02,8.865633552580431569e+03,7.075371492445966396e+03,2.187971511492598893e+03,3.543113784771116570e+03,2.961975385969590207e+04,2.612064357749740338e+03,7.526980734285652943e+02,1.551682307618493269e+03,1.192518017612302401e+03,1.575350676415819544e+04,3.542329708066044986e+03,8.789921998028123085e+01,1.154452979804241721e+02,1.383088115679771590e+02,5.317430000383385504e+02,2.080452453954827092e+02,2.688879632798967941e+04,8.427558165159889541e+03,1.297119515857765691e+04,6.202227374194232652e+03,1.032525405537574807e+04,9.508005775478308351e+03,3.654491417392656331e+03,5.941278551718394738e+03,5.591360173149951152e+03,5.487827137880724877e+03,5.362321643332277745e+03,1.558967381657505393e+04,2.462027946454584162e+04,2.017118249035500048e+04,1.632164666932079490e+04,6.903762673655292019e+03,1.795581558968950276e+03,1.303811234520267135e+02,7.693664629756790418e+01,3.683342397419008194e+04
2.176225601644537164e+03,2.468364238899834163e+03,1.633808720108241914e+03,5.975774767231996520e+02,1.488740333870920267e+02,5.011512179554833710e+04,1.269569678267183264e+02,8.849473164051716594e+03,7.053628593076024117e+03,2.426814114887970845e+03,3.543113784771116570e+03,2.956845303761049581e+04,2.801952024007224281e+03,8.369964978667412652e+02,1.614489855217283093e+03,1.192518017612302401e+03,1.573183602016587065e+04,3.536891117342484904e+03,1.207233450834859241e+02,1.585559297281947693e+02,1.570329455542637049e+02,5.464050181525940388e+02,2.137817819485794644e+02,2.660234215672826394e+04,8.337666759737008761e+03,1.280781657604522115e+04,6.121389054477799618e+03,1.019067721094164517e+04,9.383500212846704017e+03,3.654491417392656331e+03,6.462086157379804717e+03,6.088518662781414605e+03,5.972566905390040120e+03,5.826138592551104011e+03,1.576859287220392071e+04,2.492985928439503186e+04,2.039887620536225222e+04,1.647856956793374775e+04,6.911000873411036991e+03,1.795581558968950276e+03,9.295113585814348767e+01,7.693664629756790418e+01,3.675182373441501841e+04
2.175497831921448324e+03,2.566854651993595326e+03,1.548614549890800163e+03,5.848239507812586453e+02,2.447383495654104735e+01,5.073399576592999802e+04,1.293299952627317850e+02,8.833188175027462421e+03,7.034033583412596272e+03,2.552490361712984850e+03,3.543113784771116570e+03,2.954732916969296639e+04,3.095953834276532689e+03,6.969345548477381271e+02,1.678886184729621618e+03,1.192518017612302401e+03,1.569687663857645748e+04,3.528779396306918898e+03,8.737548250461954069e+01,1.147574303411567485e+02,1.727846794594007633e+02,6.839295722645742899e+02,2.675884697772267486e+02,2.691214374359314388e+04,8.436153764304446668e+03,1.295928399121170878e+04,6.191024512045052688e+03,1.030660391714977595e+04,9.487267409256051906e+03,3.654491417392656331e+03,6.330761617585445492e+03,5.963047603532802896e+03,5.850308015324733788e+03,5.709275737153811860e+03,1.578032278646378836e+04,2.493423541054716043e+04,2.040518803222126735e+04,1.648254893977814936e+04,6.904365856968266598e+03,1.795581558968950276e+03,9.544646836440236370e+01,7.693664629756790418e+01,3.697598386131315783e+04
2.174953946698934033e+03,2.610437558892826019e+03,1.523836655200981340e+03,5.720985133973555321e+02,9.088830824109643913e+01,5.195754838755523087e+04,1.382288481477821165e+02,8.816778585507850948e+03,7.011293647774147757e+03,2.068309952090181923e+03,3.543113784771116570e+03,2.959561229636159624e+04,2.827057150326630563e+03,6.656478597040478462e+02,1.331353502020130009e+03,1.192518017612302401e+03,1.537141361106737168e+04,3.456028837216653756e+03,7.225123184466131931e+01,9.489350407922638908e+01,1.139566642127514910e+02,4.608754962606981280e+02,1.803182283723690773e+02,2.754932714317772479e+04,8.637744502586394447e+03,1.327015929546242842e+04,6.341516145575313203e+03,1.055713719425497038e+04,9.719283367268562870e+03,3.654491417392656331e+03,6.260227452604308382e+03,5.895687933442357462e+03,5.784650742644460479e+03,5.646483590376418761e+03,1.599354691041887600e+04,2.522617268373220577e+04,2.061807792062553199e+04,1.663015360186603357e+04,6.901349940403424625e+03,1.795581558968950276e+03,1.671872779193453482e+02,7.693664629756790418e+01,3.766858750111613335e+04
2.174306240367363898e+03,2.518650145090323349e+03,1.586860560262323361e+03,5.585381803316849982e+02,3.016070117050909261e+01,5.032956983081133512e+04,1.305165089807384220e+02,8.800244395492694821e+03,6.988327909082964652e+03,1.933834711074833876e+03,3.543113784771116570e+03,2.968010776803168847e+04,2.824621824089040274e+03,7.322382231365170355e+02,1.341239221062853403e+03,1.192518017612302401e+03,1.564331571163739682e+04,3.517550131397723817e+03,7.485510544809960720e+01,9.831338612277275502e+01,1.450403102421422545e+02,5.806764227483943159e+02,2.271905203403722453e+02,2.673239893715614744e+04,8.381346948092013918e+03,1.287553720362380955e+04,6.154568767233375183e+03,1.024591365150026104e+04,9.435047404942724825e+03,3.654491417392656331e+03,6.615569422762544491e+03,6.235254877659126578e+03,6.115477493454107389e+03,5.962642447128931053e+03,1.590726205122430110e+04,2.509024281989299925e+04,2.051683862785658494e+04,1.655951106738200178e+04,6.906778590220170372e+03,1.795581558968950276e+03,1.665634447927805581e+02,7.693664629756790418e+01,3.688259402777320793e+04
2.173700957293598094e+03,2.462853096699944217e+03,1.532594487114640742e+03,4.326893737031366527e+02,7.829596162445290020e+01,5.086147691956991912e+04,1.334827932757551991e+02,8.783585604982195946e+03,6.969062891500483602e+03,2.289112754994077932e+03,3.543113784771116570e+03,2.962679514900174399e+04,2.800556680451676584e+03,7.923349307059978628e+02,1.587698084487819642e+03,1.192518017612302401e+03,1.092246071915902030e+04,2.462151556385944787e+03,6.972595628555627911e+01,9.157685133226274843e+01,1.132258894496172985e+02,4.563232197992159058e+02,1.785371433868236295e+02,2.705510853697595303e+04,8.492164654067046285e+03,1.304600577679441994e+04,6.235749010340136010e+03,1.038105971819269325e+04,9.558424149683027281e+03,3.654491417392656331e+03,6.616041250509782913e+03,6.235706120661654495e+03,6.115916855505736748e+03,5.963061949280316185e+03,1.606267069720613836e+04,2.533577593054435420e+04,2.070121223566688423e+04,1.668681611877247269e+04,6.904365856968303888e+03,1.795581558968950276e+03,2.039934323866638692e+02,7.693664629756790418e+01,3.727275746861011430e+04
2.173336642009791376e+03,2.517500994808845462e+03,1.585040167382022901e+03,3.255791058332509351e+02,1.160730014743834886e+02,4.619015503306500614e+04,1.358558207117686720e+02,8.766802213976143321e+03,6.949526923076657113e+03,2.311498158718167360e+03,3.543113784771116570e+03,2.951111682469149309e+04,2.951320722080007727e+03,8.036098601472051541e+02,1.736207638905092153e+03,1.026198512247068948e+03,7.525326106634362077e+03,1.702643419246172925e+03,1.050579440880877939e+02,1.379812660815517518e+02,1.468437670511893884e+02,5.210730106380542566e+02,2.038705960573826701e+02,2.461661423079581436e+04,7.723096684433208793e+03,1.186758946251884845e+04,5.674565672587180416e+03,9.446821067405437134e+03,8.700446572684420971e+03,3.654491417392656331e+03,6.891064083499461049e+03,6.498893981402816280e+03,6.372051114890124154e+03,6.207451006474242604e+03,1.527135918190131270e+04,2.408015212961537327e+04,1.976826146767328464e+04,1.603889181813780669e+04,6.900143573777439087e+03,1.795581558968950276e+03,2.033695992600991644e+02,7.693664629756790418e+01,3.455004642300541309e+04
2.172400027345646777e+03,2.278519179591467037e+03,1.679999804292601766e+03,3.114662188865139569e+02,1.011449776627173520e+02,4.365782264673813916e+04,1.382288481477821165e+02,8.749894222474746130e+03,6.929324167616106024e+03,2.360683973283024898e+03,3.543113784771116570e+03,2.951815811399734230e+04,2.631379571813371513e+03,9.393447191650718651e+02,1.438111923000359184e+03,9.817915553292589266e+02,7.220557593354380515e+03,1.634815963781520622e+03,1.181017489402273526e+02,1.551127712108528272e+02,1.752253897385712946e+02,6.355206954667336277e+02,2.486484242063394845e+02,2.328979403942240606e+04,7.306010590597115879e+03,1.122872070628357687e+04,5.370716263993103894e+03,8.940983059698231955e+03,8.236471658764641688e+03,3.654491417392656331e+03,6.855993816035379496e+03,6.465314688031850892e+03,6.339385699656892029e+03,6.176301923022410847e+03,1.472562176909827394e+04,2.322012777222543082e+04,1.912737647912178727e+04,1.559095803505993899e+04,6.898334023838544454e+03,1.795581558968950276e+03,2.027457661335344028e+02,7.693664629756790418e+01,3.296496733934447548e+04
2.172405421457727698e+03,2.410549973189598859e+03,1.543189720936307367e+03,3.257439634642288411e+02,1.396328757893939212e+02,4.253276459015186265e+04,1.382288481477821165e+02,8.732861630477807921e+03,6.911247525547109944e+03,2.749292617073526344e+03,3.543113784771116570e+03,2.959963589025063993e+04,2.933951235402463226e+03,8.879739379560189718e+02,1.702828786376615426e+03,1.044947599909140990e+03,7.894565054315597081e+03,1.785476455055204724e+03,1.264170381867438238e+02,1.660339266553820039e+02,1.829983397770355111e+02,6.773225223477177224e+02,2.650034515989084412e+02,2.271381709441142084e+04,7.127785678015290614e+03,1.095551141932676910e+04,5.241587877347160429e+03,8.726014578628415620e+03,8.039590712822933710e+03,3.654491417392656331e+03,6.867458858011092161e+03,6.476291720494617948e+03,6.350064439745719937e+03,6.186485542373273347e+03,1.453652674636425945e+04,2.296626168640266769e+04,1.897441488502657012e+04,1.550215039171681747e+04,6.900143573777439087e+03,1.795581558968950276e+03,2.014980998804049932e+02,7.693664629756790418e+01,3.235348940434386532e+04
2.171860473973174521e+03,2.377779581487033283e+03,1.646365864774747479e+03,3.327695794431753598e+02,1.117063006315151483e+02,4.430765307903054781e+04,1.382288481477821165e+02,8.715704437985448749e+03,6.891378885882935720e+03,2.816532397789739662e+03,3.543113784771116570e+03,2.965998979858642633e+04,2.625607157856336016e+03,9.668714875340880326e+02,1.999687869104243418e+03,1.085518868877634759e+03,8.096702899121118207e+03,1.830660208599967518e+03,1.324409475832789269e+02,1.739456238859840482e+02,1.882492089952952767e+02,6.650075030051151543e+02,2.601851818313757576e+02,2.367472702367599049e+04,7.434608790703714476e+03,1.142582472703110398e+04,5.467468423701879146e+03,9.102052715666650329e+03,8.385614179650146980e+03,3.654491417392656331e+03,6.898848075844371124e+03,6.506347767943527288e+03,6.379301483085406289e+03,6.214364088661468486e+03,1.509384486732094956e+04,2.419405987579189241e+04,2.006119789866587598e+04,1.625728937141271308e+04,6.909191323472074146e+03,1.795581558968950276e+03,2.002504336272755268e+02,7.693664629756790418e+01,3.370373076002916059e+04
2.171367961427914452e+03,2.447111184616850551e+03,1.597285664277692376e+03,3.391990351005664479e+02,7.311685132244629415e+01,4.345536162011666602e+04,1.358558207117686720e+02,8.698422644997719544e+03,6.871833740867599772e+03,2.920820425757958219e+03,3.543113784771116570e+03,2.970927882372731983e+04,2.818651019163231467e+03,1.129626005963175658e+03,1.908960922059554150e+03,1.089626213193047988e+03,7.995116915928170783e+03,1.807506846983469586e+03,1.007052342234471496e+02,1.322644930833556032e+02,1.877226975282504497e+02,7.692865036529910867e+02,3.009844970603845695e+02,2.324249741503496625e+04,7.302791213635933673e+03,1.122330972542818199e+04,5.371124972784549755e+03,8.941663463987166324e+03,8.238438300701371190e+03,3.654491417392656331e+03,6.936748745569618222e+03,6.542644397823863983e+03,6.414604640145322264e+03,6.248021205686953181e+03,1.492151683759101797e+04,2.375728950529013673e+04,1.968036201039049047e+04,1.598806266709273586e+04,6.922461356357576733e+03,1.795581558968950276e+03,1.971312679944519459e+02,7.693664629756790418e+01,3.311707989443020051e+04
2.170886108761174455e+03,2.526936487064899666e+03,1.605371481480017337e+03,3.332078814407323648e+02,1.411561435252783099e+02,4.425562118454711162e+04,1.358558207117686720e+02,8.681016251514432952e+03,6.851455570934432217e+03,3.383204637469236786e+03,3.543113784771116570e+03,2.976963273206309532e+04,3.018784284601723812e+03,1.071409727453666164e+03,2.201810255585776304e+03,1.065907368536268223e+03,7.793414793273206669e+03,1.762420490154713434e+03,1.177776927454922031e+02,1.546871614731100522e+02,1.618455455918667667e+02,5.937423527754294810e+02,2.323025850381657165e+02,2.368133147969940910e+04,7.447236029823797253e+03,1.144469369538483079e+04,5.475132712371743764e+03,9.114811958902291735e+03,8.396607950886122126e+03,3.654491417392656331e+03,6.976284328190280576e+03,6.580513379925176196e+03,6.451431936574572319e+03,6.283124801307665621e+03,1.507370001348493497e+04,2.396563366416953068e+04,1.980062640952654328e+04,1.607135000616188336e+04,6.936334572555982959e+03,1.795581558968950276e+03,1.958836017413224795e+02,7.693664629756790418e+01,3.366318332874101907e+04
