7.892824526557078002e+01,3.064240289789721317e+01,2.130312753721386443e+01,3.046247443281603040e+01,-5.397770572145950041e+01,2.590174241077562201e+01,2.414913716581726888e+01,3.353035964574559102e+00,-3.035522466066643688e+01,2.952771549310100241e+01
9.535642657018507862e+01,5.337051233656297455e+01,2.132239587136501058e+01,3.046247443281603040e+01,-5.325456316083764108e+01,2.588220321521140477e+01,1.843630693166262802e+01,2.353470321472794780e+01,8.347956047592587581e+00,1.282010742441971018e+01
9.556828626928675874e+01,5.345619548313235470e+01,3.256210648714149158e+01,3.046247443281603040e+01,3.103802266031362578e+01,3.062435410933747093e+01,2.449543948991843578e+01,3.300442276863526558e+01,2.544692943610260727e+01,2.013690493126853553e+01
9.554254008233411355e+01,5.344591416426243313e+01,3.255223386491165627e+01,3.046247443281603040e+01,3.103618904363498388e+01,3.060604867310366473e+01,2.448249281090463114e+01,3.300016029376469362e+01,2.544169145253000863e+01,2.010685855924971221e+01
9.546164315436264758e+01,5.341337355412991883e+01,3.256040769891373543e+01,3.046247443281603040e+01,3.103771666864689394e+01,3.062120251060798637e+01,2.446658137683615664e+01,3.299487410225300721e+01,2.543472813740518745e+01,2.006637906816230910e+01
9.557274316977675710e+01,5.345797160571594020e+01,3.256889179321593275e+01,3.046247443281603040e+01,3.103920520808406991e+01,3.063694957847031475e+01,2.450856832186209644e+01,3.300869826799555540e+01,2.545293111652602747e+01,2.017388582699533117e+01
9.558094572322475813e+01,5.346123758463548370e+01,3.256511961260176946e+01,3.046247443281603040e+01,3.103855562735189011e+01,3.062994588252641748e+01,2.450899030881607743e+01,3.300883945747042247e+01,2.545332254401046868e+01,2.017633128139968690e+01
9.547703321491025008e+01,5.341959178648108519e+01,3.258379571259047935e+01,3.046247443281603040e+01,3.104157865146871131e+01,3.066465674416800269e+01,2.449218940603737948e+01,3.300334459089507533e+01,2.544597423584873042e+01,2.013301141439636766e+01
9.541701762865038461e+01,5.339526936190694784e+01,3.257428170130413037e+01,3.046247443281603040e+01,3.104009920273667333e+01,3.064696315934154214e+01,2.446858926073345586e+01,3.299553693508183727e+01,2.543571105470129723e+01,2.007336835811378251e+01
9.565367166888886175e+01,5.349003474352586096e+01,3.257278975632129914e+01,3.046247443281603040e+01,3.103985577350453440e+01,3.064419062421394102e+01,2.454041223941471728e+01,3.301893782961571588e+01,2.546643019161374966e+01,2.025869588464776072e+01
9.565932443013262798e+01,5.349226105091202044e+01,3.256990560462583062e+01,3.046247443281603040e+01,3.103937643663951107e+01,3.063883251090190640e+01,2.454024372887398187e+01,3.301888615029033502e+01,2.546616238462230442e+01,2.025673880240323399e+01
9.560764766200006193e+01,5.347184404886072429e+01,3.254894288448745243e+01,3.046247443281603040e+01,3.103554820939498882e+01,3.059995218901126179e+01,2.450954203803065212e+01,3.300901662818594673e+01,2.545344942798364229e+01,2.017819467053353222e+01
9.556216982725132425e+01,5.345375625427604405e+01,3.253903075773497022e+01,3.046247443281603040e+01,3.103352918643767921e+01,3.058160683755584586e+01,2.448428769422675444e+01,3.300074232359670390e+01,2.544266850484790865e+01,2.011421804256514179e+01
