3.471766164177752216e+04,3.558319891262516649e+03,3.702849039677963447e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.402867879230685503e+03,2.343097201436545220e+03,5.302829239150478315e+02,1.736100385997135049e+02,3.496838192530547531e+04,5.273632366222429937e+02,3.689660778013332674e+03,1.382659812809282130e+03,3.218076342175984792e+03,2.610758337231614860e+03,3.326397071220550424e+04,4.779154718943897024e+03,2.370341483472177970e+03,1.117912544158111814e+03,2.015406193498015909e+03,9.952069358850276330e+02,7.325475148757788702e+03,1.705301343705970339e+03,1.628183045557192372e+02,2.138427131699140205e+02,1.879712341538622695e+02,5.602348440406810823e+02,2.191927220464395987e+02,1.816188259893668146e+04,5.675193179734269506e+03,8.823395755647550686e+03,4.265054086344968709e+03,7.100314829581926460e+03,6.564608023651827352e+03,1.686812422541028809e+03,3.227020813334597733e+03,3.018939793074795489e+03,2.968677092189338509e+03,2.929111158351282029e+03,1.028111847127079818e+04,1.586074385301714938e+04,1.317081780313458694e+04,1.125934293809597330e+04,2.960068767508792916e+03,1.342096477293227053e+03,2.769806747822871102e+02,7.693664629756790418e+01,2.528784686159361809e+04
3.471766164177752216e+04,3.558319891262516649e+03,3.702849039677963447e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.402867879230685503e+03,2.343097201436545220e+03,5.302829239150478315e+02,1.736100385997135049e+02,3.496838192530547531e+04,5.273632366222429937e+02,3.689660778013332674e+03,1.382659812809282130e+03,3.218076342175984792e+03,2.610758337231614860e+03,3.326397071220550424e+04,4.779154718943897024e+03,2.370341483472177970e+03,1.117912544158111814e+03,2.015406193498015909e+03,9.952069358850276330e+02,7.325475148757788702e+03,1.705301343705970339e+03,1.628183045557192372e+02,2.138427131699140205e+02,1.879712341538622695e+02,5.602348440406810823e+02,2.191927220464395987e+02,1.816188259893668146e+04,5.675193179734269506e+03,8.823395755647550686e+03,4.265054086344968709e+03,7.100314829581926460e+03,6.564608023651827352e+03,1.686812422541028809e+03,3.227020813334597733e+03,3.018939793074795489e+03,2.968677092189338509e+03,2.929111158351282029e+03,1.028111847127079818e+04,1.586074385301714938e+04,1.317081780313458694e+04,1.125934293809597330e+04,2.960068767508792916e+03,1.342096477293227053e+03,2.769806747822871102e+02,7.693664629756790418e+01,2.528784686159361809e+04
3.471766164177752216e+04,3.558319891262516649e+03,3.702849039677963447e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.402867879230685503e+03,2.343097201436545220e+03,5.302829239150478315e+02,1.736100385997135049e+02,3.496838192530547531e+04,5.273632366222429937e+02,3.689660778013332674e+03,1.382659812809282130e+03,3.218076342175984792e+03,2.610758337231614860e+03,3.326397071220550424e+04,4.779154718943897024e+03,2.370341483472177970e+03,1.117912544158111814e+03,2.015406193498015909e+03,9.952069358850276330e+02,7.325475148757788702e+03,1.705301343705970339e+03,1.628183045557192372e+02,2.138427131699140205e+02,1.879712341538622695e+02,5.602348440406810823e+02,2.191927220464395987e+02,1.816188259893668146e+04,5.675193179734269506e+03,8.823395755647550686e+03,4.265054086344968709e+03,7.100314829581926460e+03,6.564608023651827352e+03,1.686812422541028809e+03,3.227020813334597733e+03,3.018939793074795489e+03,2.968677092189338509e+03,2.929111158351282029e+03,1.028111847127079818e+04,1.586074385301714938e+04,1.317081780313458694e+04,1.125934293809597330e+04,2.960068767508792916e+03,1.342096477293227053e+03,2.769806747822871102e+02,7.693664629756790418e+01,2.528784686159361809e+04
3.471766164177752216e+04,3.558319891262516649e+03,3.098919242038729408e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.415184392785084583e+03,2.657539276190900637e+03,5.523392602299861665e+02,1.482362637274476640e+02,3.543440003148504184e+04,4.571332656434939850e+02,3.688865207873593590e+03,1.382655421233263269e+03,3.472543950032396424e+03,2.610758337231614860e+03,3.298631844422197901e+04,5.087374152208319174e+03,2.656221793744669412e+03,1.249622869017783842e+03,2.221183257196837985e+03,1.063844381243561202e+03,7.876528679889286650e+03,1.815280418377622482e+03,1.371434397363444759e+02,1.801217948233717152e+02,1.841850748931509543e+02,6.459521131035894541e+02,2.527297319845819459e+02,1.840661646113908137e+04,5.753946592285261431e+03,8.928396974509978463e+03,4.304027682567471857e+03,7.165196727353573806e+03,6.621647359363087162e+03,1.686812422541028809e+03,3.366490278888924877e+03,3.150371322427702580e+03,3.097737387614891759e+03,3.054804864364566129e+03,1.044573452362645912e+04,1.612133718512183259e+04,1.335563133857253524e+04,1.139570904578895897e+04,2.952889017757596775e+03,1.342096477293227053e+03,2.217379917232160551e+02,7.693664629756790418e+01,2.555296910200183265e+04
3.471766164177752216e+04,3.558319891262516649e+03,3.231635899244853135e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.175474559113664327e+03,2.641771594050638669e+03,5.896467153617591066e+02,9.949190673598964452e+01,3.689908390120442346e+04,4.411719086028691095e+02,3.688068987043884135e+03,1.382050321360338785e+03,3.617480969692988310e+03,2.610758337231614860e+03,3.204418312133556174e+04,5.509206484827825989e+03,2.140389629867155691e+03,1.248754039634815854e+03,2.444874455838127687e+03,1.158445518174932658e+03,8.580641772208360635e+03,1.965798927599193121e+03,9.631491497121447765e+01,1.264983245733632913e+02,1.337285654186003114e+02,4.792218659330081891e+02,1.874962729922640392e+02,1.917597266126681643e+04,5.995122316398070325e+03,9.294314218920828353e+03,4.471505354947501473e+03,7.444007775642727211e+03,6.876069785330079867e+03,1.686812422541049727e+03,3.251025479036384695e+03,3.041555297812911704e+03,2.990886582334293962e+03,2.950750040721707592e+03,1.064778143007718063e+04,1.644152798701063512e+04,1.359793188948211355e+04,1.157915614728321634e+04,2.938805662476439466e+03,1.342096477293227053e+03,2.232725106970790421e+02,7.693664629756790418e+01,2.630264028388008228e+04
3.471766164177752216e+04,3.558319891262516649e+03,3.097416384005955479e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.232524336346350537e+03,2.439982466894078698e+03,5.812664534884872864e+02,1.042773116461099647e+02,3.488771629067815229e+04,4.609639913332439960e+02,3.687272115524062883e+03,1.381705040490287502e+03,3.741257898472048510e+03,2.610758337231614860e+03,3.280655036562927853e+04,5.381579020323416444e+03,2.057403664580876466e+03,1.168911903590282691e+03,2.372025466070792845e+03,1.133801619189195662e+03,8.394475829128241458e+03,1.920258806068820604e+03,9.541903536406428543e+01,1.253216919681451031e+02,1.249839539909898889e+02,4.347050032550000651e+02,1.700789837765800314e+02,1.811952289258804376e+04,5.667204256341591645e+03,8.795416133696118777e+03,4.230244356176743167e+03,7.042364792296701125e+03,6.506692684933490455e+03,1.686812422541028809e+03,3.131116132853875570e+03,2.928608862371757823e+03,2.879959814496102808e+03,2.842636692313170443e+03,1.011398736216090401e+04,1.559713635025319309e+04,1.295626058202964850e+04,1.109126943426766593e+04,2.929692903176808613e+03,1.342096477293227053e+03,1.710988655857341598e+02,7.693664629756790418e+01,2.494780102170577811e+04
3.471766164177752216e+04,3.558319891262516649e+03,2.670227683100913964e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.426550101125612400e+03,2.219150391532999038e+03,5.870504841542588110e+02,1.296510865183757630e+02,3.473926281452429248e+04,5.177864223978680229e+02,3.686474593314263529e+03,1.381178406764437113e+03,3.641864664846850246e+03,2.610758337231614860e+03,3.578448858901853964e+04,5.453647779111992349e+03,2.089759790165550839e+03,1.154379085410508651e+03,2.165239760750381720e+03,1.149252472250694382e+03,8.519278403888285538e+03,1.945974431201070502e+03,1.144022433833380177e+02,1.502539053245442346e+02,1.367276094235593007e+02,4.471777554887418091e+02,1.749589667740783909e+02,1.804156799965399841e+04,5.643073336182322237e+03,8.770090622992520366e+03,4.216058332717419034e+03,7.018748390088926499e+03,6.483690085988854662e+03,1.686812422541028809e+03,3.184437748196185112e+03,2.978826874929764926e+03,2.929282318049042260e+03,2.890719528115447702e+03,1.010861210079920238e+04,1.558839275022421134e+04,1.294216075809462382e+04,1.108014600209743548e+04,2.917818701665213666e+03,1.342096477293227053e+03,2.159835455712294845e+02,7.693664629756790418e+01,2.491659743320888811e+04
3.471766164177752216e+04,3.558319891262516649e+03,3.426827962746535377e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.171558739592525853e+03,2.436197005856591659e+03,6.088964769227745819e+02,3.616875804160697783e+01,3.662038987494965841e+04,4.296797315336193606e+02,3.685676420414444692e+03,1.380919590685730782e+03,3.530666711181143455e+03,2.610758337231614860e+03,3.557177871591929579e+04,5.656142087780664951e+03,2.376054002282717192e+03,1.202505164093839539e+03,2.528902804697888769e+03,1.192518017612302401e+03,8.851791744329810172e+03,2.018228592652826819e+03,5.013760898207996775e+01,6.584985862514695043e+01,1.010761328894689228e+02,4.103868719089867341e+02,1.605644784552572162e+02,1.902956407282199507e+04,5.951765901625381957e+03,9.225094138710010157e+03,4.431762698438757070e+03,7.377845572851570978e+03,6.812024174510820558e+03,1.686812422541028809e+03,2.920320309911238837e+03,2.730197045211954446e+03,2.685049245756579694e+03,2.652446075206843489e+03,1.032246133272135012e+04,1.592686650996567914e+04,1.320468756316824147e+04,1.127702339035019395e+04,2.919199422771213904e+03,1.342096477293227053e+03,1.668789384076106614e+02,7.693664629756790418e+01,2.582734766566439430e+04
3.471766164177752216e+04,3.558319891262516649e+03,3.063349148750465702e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.252689694933437295e+03,2.245771012589097154e+03,5.348430042236316240e+02,8.435667260165567427e+01,3.770732417584284849e+04,3.964801088891196628e+02,3.684877596824599550e+03,1.380174972767961663e+03,3.548392875403749713e+03,2.610758337231614860e+03,3.425034215914353263e+04,4.767380523911326236e+03,1.743939093361431333e+03,1.099764885546555661e+03,2.312350385511436798e+03,1.009779521803438683e+03,7.441354007489710057e+03,1.701100067164218672e+03,7.124008309539564721e+01,9.356547899905282861e+01,1.007457528605271193e+02,3.777940954003649381e+02,1.478125058174088053e+02,1.960061997737230922e+04,6.128824256501015043e+03,9.489088070373614755e+03,4.555068632339422038e+03,7.583121035559859592e+03,6.999015826508375540e+03,1.686812422541028809e+03,3.054905568250859233e+03,2.856854484799995134e+03,2.809478312658350660e+03,2.773895076257303572e+03,1.062230099200522636e+04,1.640155796344697592e+04,1.356395851091069562e+04,1.154750381565674797e+04,2.919751711213613817e+03,1.342096477293227053e+03,7.595868920622277187e+01,7.693664629756790418e+01,2.656003069092366422e+04
3.471766164177752216e+04,3.558319891262516649e+03,2.733451629417058030e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.384693808834793799e+03,2.174773546651633296e+03,5.365878238588086333e+02,8.691630778613860286e+01,3.342331163957265380e+04,4.162721916194944924e+02,3.684078122544782673e+03,1.379430787165860238e+03,3.312931688931539611e+03,2.610758337231614860e+03,3.369409642904774955e+04,4.795189553447524304e+03,1.791405822021479253e+03,1.123722889672319070e+03,2.172613838244775252e+03,1.017852077371417863e+03,7.492576940772923081e+03,1.711022904616469532e+03,7.888778860957947359e+01,1.036098416469755961e+02,1.079451428060131946e+02,3.780844860197007620e+02,1.479261215822724580e+02,1.735066270905244892e+04,5.423757638684097401e+03,8.412164963631004866e+03,4.041126710367221222e+03,6.727528263171298022e+03,6.212136315089966956e+03,1.686812422541049727e+03,3.076003454552930634e+03,2.876716341786102475e+03,2.828988607569091528e+03,2.792927479968405805e+03,9.707774361697396671e+03,1.495645300427884649e+04,1.246213285259273107e+04,1.070483647679296337e+04,2.921684720762048983e+03,1.342096477293227053e+03,1.496155999516509780e+02,7.693664629756790418e+01,2.386863321297664152e+04
3.471766164177752216e+04,3.558319891262516649e+03,2.804182150207722771e+03,0.000000000000000000e+00,9.424739171452069968e+02,2.314390495484994972e+03,2.198091828192134017e+03,5.638381923199825678e+02,1.536893995552591718e+02,3.332104744795386796e+04,4.411719086028691095e+02,3.683277997574856727e+03,1.378916406272700442e+03,3.371099835427896778e+03,2.610758337231614860e+03,3.336279609572505433e+04,5.190851015302061569e+03,1.917796282360932764e+03,1.114847932401691196e+03,2.372055148463568912e+03,1.103937757999970927e+03,8.128564120518754862e+03,1.852203105349186444e+03,1.286018670868991762e+02,1.689034427156070990e+02,1.393790458344846002e+02,4.236890228539882060e+02,1.657689649410991422e+02,1.729698068400289048e+04,5.407299771915669226e+03,8.391747863454471371e+03,4.030599451484813471e+03,6.710002845944603905e+03,6.195573207023096984e+03,1.686812422541028809e+03,3.116783292957909907e+03,2.915112267346384215e+03,2.866703234440206870e+03,2.829710204963881097e+03,9.709927080417621255e+03,1.495972064377126662e+04,1.247209817706855029e+04,1.071376928017575847e+04,2.920303999656013275e+03,1.342096477293227053e+03,1.285159640610334577e+02,7.693664629756790418e+01,2.392994707842115895e+04
