7.177706582820975746e+04,2.574734768074567342e+02,7.094871411158881529e+03,5.099209157827011040e+03,4.789977446198343387e+03,4.704833943071043905e+03,4.610335521731701192e+03,1.952693561041423163e+04,3.102720123279081599e+04,2.491323036841800058e+04,1.952366291391776031e+04,6.252774276718655528e+02,2.176827332426655175e+03,1.704281234495215358e+02,1.212622701406723763e+03,4.484381466315240061e+01,4.686464546499415746e+02,1.764061018976393314e+02,6.645818168633943515e+02,4.733513769999419765e+02,7.029696819749123904e+01
5.062600235828993755e+04,2.515409082174231798e+02,7.075371492445966396e+03,5.941278551718394738e+03,5.591360173149951152e+03,5.487827137880724877e+03,5.362321643332277745e+03,1.558967381657505393e+04,2.462027946454584162e+04,2.017118249035500048e+04,1.632164666932079490e+04,6.111006466575586273e+02,2.176802748064042589e+03,1.198008727710266896e+02,9.681187440093108307e+02,3.630812848263899895e+01,3.741521715978013276e+02,1.239030486645089724e+02,5.561095708459675961e+02,3.832524673167450260e+02,5.612282573967019061e+01
5.011512179554833710e+04,1.269569678267183264e+02,7.053628593076024117e+03,6.462086157379804717e+03,6.088518662781414605e+03,5.972566905390040120e+03,5.826138592551104011e+03,1.576859287220392071e+04,2.492985928439503186e+04,2.039887620536225222e+04,1.647856956793374775e+04,5.975774767231996520e+02,2.176225601644537164e+03,1.182321026818684686e+02,9.792296173638635537e+02,3.671797716965205183e+01,3.784462289328940869e+02,1.222881265312997385e+02,5.589747715163947532e+02,3.875786479018827890e+02,5.676693433993411020e+01
5.073399576592999802e+04,1.293299952627317850e+02,7.034033583412596272e+03,6.330761617585445492e+03,5.963047603532802896e+03,5.850308015324733788e+03,5.709275737153811860e+03,1.578032278646378836e+04,2.493423541054716043e+04,2.040518803222126735e+04,1.648254893977814936e+04,5.848239507812586453e+02,2.175497831921448324e+03,1.195395693566262594e+02,9.799580450394013269e+02,3.672933845799828134e+01,3.787277468751309470e+02,1.236792470057973077e+02,5.608096136471608588e+02,3.876985726122040887e+02,5.680916203126963637e+01
5.195754838755523087e+04,1.382288481477821165e+02,7.011293647774147757e+03,6.260227452604308382e+03,5.895687933442357462e+03,5.784650742644460479e+03,5.646483590376418761e+03,1.599354691041887600e+04,2.522617268373220577e+04,2.061807792062553199e+04,1.663015360186603357e+04,5.720985133973555321e+02,2.174953946698934033e+03,1.224629704275838975e+02,9.931992631370122808e+02,3.711254025712595705e+01,3.838451258500530230e+02,1.266856463310596439e+02,5.632488042840024036e+02,3.917434804918851228e+02,5.757676887750795203e+01
5.032956983081133512e+04,1.305165089807384220e+02,6.988327909082964652e+03,6.615569422762544491e+03,6.235254877659126578e+03,6.115477493454107389e+03,5.962642447128931053e+03,1.590726205122430110e+04,2.509024281989299925e+04,2.051683862785658494e+04,1.655951106738200178e+04,5.585381803316849982e+02,2.174306240367363898e+03,1.188815973022783368e+02,9.878409733810291300e+02,3.693030953014185513e+01,3.817742892293832142e+02,1.229509638180031317e+02,5.597343616176320893e+02,3.898199339292751233e+02,5.726614338440748497e+01
5.086147691956991912e+04,1.334827932757551991e+02,6.969062891500483602e+03,6.616041250509782913e+03,6.235706120661654495e+03,6.115916855505736748e+03,5.963061949280316185e+03,1.606267069720613836e+04,2.533577593054435420e+04,2.070121223566688423e+04,1.668681611877247269e+04,4.326893737031366527e+02,2.173700957293598094e+03,1.204361442860061402e+02,9.974918502965011839e+02,3.726218202420039205e+01,3.855040967329473460e+02,1.245727166183123273e+02,5.501904882025482948e+02,3.933230324776707789e+02,5.782561450994209906e+01
4.619015503306500614e+04,1.358558207117686720e+02,6.949526923076657113e+03,6.891064083499461049e+03,6.498893981402816280e+03,6.372051114890124154e+03,6.207451006474242604e+03,1.527135918190131270e+04,2.408015212961537327e+04,1.976826146767328464e+04,1.603889181813780669e+04,3.255791058332509351e+02,2.173336642009791376e+03,1.096256268158237077e+02,9.483514051960715960e+02,3.558287064181190829e+01,3.665126203656315056e+02,1.133618528088652511e+02,5.201455110673350646e+02,3.755969678857924237e+02,5.497689305484472300e+01
4.365782264673813916e+04,1.382288481477821165e+02,6.929324167616106024e+03,6.855993816035379496e+03,6.465314688031850892e+03,6.339385699656892029e+03,6.176301923022410847e+03,1.472562176909827394e+04,2.322012777222543082e+04,1.912737647912178727e+04,1.559095803505993899e+04,3.114662188865139569e+02,2.172400027345646777e+03,1.037795429004344925e+02,9.144611118610027916e+02,3.442927766241921717e+01,3.534149224583586033e+02,1.072917967163787836e+02,5.053819577319388827e+02,3.634201531033139645e+02,5.301223836875378481e+01
4.253276459015186265e+04,1.382288481477821165e+02,6.911247525547109944e+03,6.867458858011092161e+03,6.476291720494617948e+03,6.350064439745719937e+03,6.186485542373273347e+03,1.453652674636425945e+04,2.296626168640266769e+04,1.897441488502657012e+04,1.550215039171681747e+04,3.257439634642288411e+02,2.172405421457727698e+03,1.012988429815689670e+02,9.027183109492204949e+02,3.415394679304782244e+01,3.488766419127422296e+02,1.047121749435409868e+02,5.039716519159559880e+02,3.605138828155048145e+02,5.233149628691133159e+01
